STATION_NAME,STN_ID,LAT,LON,ENSEMBLE,RCP,MODEL,CLIMATOLOGY,Annual,DJF,MAM,JJA,SON,NDJFMA,MJJASO,January,February,March,April,May,June,July,August,September,October,November,December
SYDNEY-AIRPORT-AMO,66037,-33.94,151.17,r1i1p1,rcp85,CESM1-CAM5,2040-2059,67.6,70.85,72.12,66.53,60.85,70.26,64.98,70.8,74.37,72.8,71.07,72.5,69.88,67.64,62.08,59.49,58.28,64.78,67.5
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,r1i1p1,rcp85,CESM1-CAM5,2040-2059,34.65,46.77,33.2,32.8,25.84,39.05,30.24,46.49,50.71,34.83,28.87,35.9,38.17,33.33,26.9,21.6,25.54,30.38,43.05
TOWNSVILLE-AERO,32040,-19.25,146.77,r1i1p1,rcp85,CESM1-CAM5,2040-2059,64.3,68.99,66.13,62.64,59.38,66.88,61.7,67.47,73.08,66.71,65.06,66.62,65.18,61.42,61.33,55.51,60.14,62.47,66.62
WAGGA-WAGGA-AMO,72150,-35.16,147.46,r1i1p1,rcp85,CESM1-CAM5,2040-2059,68.73,54.64,69.45,83.85,66.85,58.88,78.49,53.22,59.22,62.3,66.8,79.26,85.66,86.22,79.66,74.81,65.36,60.39,51.88
WILLIAMTOWN-RAAF,61078,-32.79,151.84,r1i1p1,rcp85,CESM1-CAM5,2040-2059,72.14,72.89,77.96,73.85,63.85,73.27,71.08,72.44,77.38,77.85,76.29,79.73,77.42,74.98,69.16,64.62,60.58,66.37,68.85
WOOMERA-AERODROME,16001,-31.16,136.81,r1i1p1,rcp85,CESM1-CAM5,2040-2059,49.58,42.42,50.69,65.43,39.74,42.81,56.42,42.77,43.14,46.08,45.36,60.63,69.04,68.38,58.88,43.81,37.74,37.65,41.47
ADELAIDE-KENT-TOWN,23090,-34.92,138.62,r1i1p1,rcp85,CESM1-CAM5,2060-2079,62.55,53.31,63.81,75.77,57.29,55.8,69.3,52.22,54.66,59.23,61.24,70.96,79.78,77.66,69.87,61.01,56.55,54.31,53.16
ALBANY-AIRPORT-COMPARISON,9741,-34.94,117.8,r1i1p1,rcp85,CESM1-CAM5,2060-2079,73.72,64.44,76.63,82.94,70.93,68.15,79.36,64.05,65.29,69.34,78.75,81.8,85.11,83.21,80.49,75.53,69.99,67.27,63.78
ALICE-SPRINGS-AIRPORT,15590,-23.8,133.89,r1i1p1,rcp85,CESM1-CAM5,2060-2079,38.71,35.22,41.47,50.71,27.64,34.42,43.09,29.7,38.09,30.41,42.08,51.93,61.01,53.83,37.29,26.32,28.15,28.44,37.28
AMBERLEY-AMO,40004,-27.63,152.71,r1i1p1,rcp85,CESM1-CAM5,2060-2079,65.62,64.29,70.64,71.46,56.11,64.52,66.76,64.1,67.62,66.87,70.28,74.78,77.93,70.62,65.82,57.03,54.37,56.92,61.12
BRISBANE-AERO,40842,-27.39,153.13,r1i1p1,rcp85,CESM1-CAM5,2060-2079,64.6,64.95,69.29,65.92,58.19,65.42,63.75,64.85,67.87,67.97,69.69,70.23,70.52,65.07,62.16,57.67,56.82,60.09,62.25
BROOME-AIRPORT,3003,-17.95,122.23,r1i1p1,rcp85,CESM1-CAM5,2060-2079,55.01,68.22,56.29,43.14,52.41,63.83,46.21,68.82,71.85,66.76,55.83,46.28,43.96,42.81,42.65,48.36,53.21,55.66,63.97
CAIRNS-AERO,31011,-16.87,145.75,r1i1p1,rcp85,CESM1-CAM5,2060-2079,73.21,75.58,76.99,73.11,67.13,75.23,71.22,75.34,78.45,76.17,78.69,76.12,76.06,71.93,71.35,66.21,65.63,69.55,73.07
CANBERRA-AIRPORT-COMPARISON,70014,-35.3,149.2,r1i1p1,rcp85,CESM1-CAM5,2060-2079,72.18,66.19,75.69,81.33,65.37,68.38,75.92,64.61,71.92,72.26,74.06,80.74,85.64,83.55,74.81,67.98,62.82,65.31,62.42
CARNARVON-AIRPORT,6011,-24.89,113.67,r1i1p1,rcp85,CESM1-CAM5,2060-2079,58.36,57.6,57.94,64.84,53.04,56.65,60.07,58.3,58.46,56.58,57.34,59.91,64.09,67.85,62.58,54.16,51.82,53.14,56.05
CEDUNA-AMO,18012,-32.13,133.7,r1i1p1,rcp85,CESM1-CAM5,2060-2079,63.26,58.52,65.41,74.32,54.88,59.07,67.57,55.28,64.49,63.62,62.76,69.84,77.41,75.33,70.23,60.7,51.9,52.05,55.53
CHARLEVILLE-AERO,44021,-26.42,146.25,r1i1p1,rcp85,CESM1-CAM5,2060-2079,47.04,44.4,50.69,56.64,36.28,44.2,49.78,41.35,49.66,44.61,49.66,57.8,66.23,57.45,46.25,35.67,35.29,37.89,42.68
COBAR-MO,48027,-31.49,145.83,r1i1p1,rcp85,CESM1-CAM5,2060-2079,55.95,45.29,59.47,73.65,45.27,47.83,64.09,41.83,51.41,52.33,55.8,70.29,79.62,77.4,63.92,49.23,44.05,42.52,42.97
COFFS-HARBOUR-MO,59040,-30.31,153.12,r1i1p1,rcp85,CESM1-CAM5,2060-2079,66.31,70.48,71.52,64.79,58.47,70.06,62.57,70.7,74.52,74.19,70.12,70.27,70.13,65.49,58.74,54.43,56.35,64.64,66.15
DARWIN-AIRPORT,14015,-12.42,130.89,r1i1p1,rcp85,CESM1-CAM5,2060-2079,70.66,80.49,73.14,59.57,69.49,77.6,63.75,81.54,82.83,79.53,74.46,65.44,59.23,60.69,58.81,68.11,70.23,70.12,76.96
DUBBO-AIRPORT-AWS,65070,-32.22,148.58,r1i1p1,rcp85,CESM1-CAM5,2060-2079,69.47,59.72,72.18,84.83,60.94,62.12,76.92,57.55,66.17,66.71,69.3,80.53,88.33,87.73,77.93,67.93,57.68,56.75,55.55
EAST-SALE-AIRPORT,85072,-38.12,147.13,r1i1p1,rcp85,CESM1-CAM5,2060-2079,76.22,72.33,80.59,81.28,70.6,74.47,77.95,71.37,78.06,80.1,78.92,82.76,83.68,82.17,77.99,72.38,68.71,70.71,67.72
ESPERANCE,9789,-33.83,121.89,r1i1p1,rcp85,CESM1-CAM5,2060-2079,64.95,57.94,67.59,73.65,60.81,60.04,69.99,56.58,58.74,60.72,69,73.06,75.41,74.2,71.35,65.97,59.93,56.54,57.92
GERALDTON-AIRPORT-COMPARISON,8051,-28.8,114.7,r1i1p1,rcp85,CESM1-CAM5,2060-2079,58.92,47.86,57.99,74.62,55.32,50.01,67.94,48.67,47.39,51.28,57.37,65.31,72.76,76.07,75.03,66.46,52.01,47.49,47.24
HOBART-ELLERSLIE-ROAD,94029,-42.89,147.33,r1i1p1,rcp85,CESM1-CAM5,2060-2079,67.49,61.65,70.66,75.07,62.59,63.9,71.12,61.8,64.07,68.29,68.93,74.74,77.61,76.05,71.55,64.03,62.72,61.01,59.01
KALGOORLIE-BOULDER-AIRPORT,12038,-30.78,121.45,r1i1p1,rcp85,CESM1-CAM5,2060-2079,51.31,41.89,56.06,64.83,42.49,44.69,57.8,38.13,45.61,47.49,56.53,63.01,68,66.13,60.34,49.2,40.13,38.14,41.44
LAUNCESTON-AIRPORT-COMPARISON,91104,-41.54,147.2,r1i1p1,rcp85,CESM1-CAM5,2060-2079,76.63,67.19,79.28,87.32,72.79,70.34,82.94,67.62,70.89,74.6,77.2,86.04,89.08,88.61,84.26,75.81,73.86,68.69,62.88
LAVERTON-RAAF,87031,-37.86,144.76,r1i1p1,rcp85,CESM1-CAM5,2060-2079,71.25,65.22,73.72,79.74,66.27,67.01,75.45,64.75,68.47,70.42,71.5,79.23,81.49,81.48,76.25,69.65,64.59,64.56,62.64
MACKAY-M.O,33119,-21.12,149.22,r1i1p1,rcp85,CESM1-CAM5,2060-2079,72.29,73.19,76.51,73.8,65.69,73.16,71.45,71.25,76.96,74.04,78.31,77.18,77.3,71.8,72.32,65.14,64.95,66.97,71.22
MEEKATHARRA-AIRPORT,7045,-26.61,118.54,r1i1p1,rcp85,CESM1-CAM5,2060-2079,38.65,29.2,42.82,53.02,29.26,32.24,44.93,25.55,34.73,35.22,44.34,48.91,55.98,56.23,46.84,34.24,27.37,26.18,27.57
MELBOURNE-AIRPORT,86282,-37.68,144.84,r1i1p1,rcp85,CESM1-CAM5,2060-2079,69.43,63.77,71.57,77.37,64.92,65.49,73.33,63.35,67.23,69.18,68.83,76.71,79.63,78.92,73.57,67.94,63.21,63.62,60.97
MILDURA-AIRPORT,76031,-34.23,142.08,r1i1p1,rcp85,CESM1-CAM5,2060-2079,62.94,51.33,65.86,79.9,54.61,54.15,71.76,50.38,55.84,58.96,61.29,77.34,84.24,82.86,72.59,61.4,52.14,50.28,47.92
MOREE-AERO,53115,-29.49,149.85,r1i1p1,rcp85,CESM1-CAM5,2060-2079,60.17,58.16,61.65,70.51,50.23,57.12,63.23,56.13,63.15,58.96,58.85,67.15,75.32,73.18,63.05,52.84,47.85,49.98,55.62
MOUNT-GAMBIER-AERO,26021,-37.75,140.77,r1i1p1,rcp85,CESM1-CAM5,2060-2079,74.31,65.55,76.88,85.36,69.52,68.33,80.34,64.1,68.15,72.05,74.12,84.48,88.08,86.82,81.17,73.54,67.94,67.09,64.17
MOUNT-ISA-AERO,29127,-20.68,139.49,r1i1p1,rcp85,CESM1-CAM5,2060-2079,40.34,49.88,41.76,39.71,29.83,44.55,36.01,48.02,55.22,42.01,39.81,43.47,48.42,38.94,31.79,26.29,27.15,36.04,46.97
NOWRA-RAN-AIR-STATION-AWS,68072,-34.95,150.54,r1i1p1,rcp85,CESM1-CAM5,2060-2079,70.14,73.31,73.95,70.1,62.93,72.88,67.41,72.85,78.98,75.82,72.1,73.94,73.62,71.99,64.68,60.08,59.59,68.93,68.31
PERTH-AIRPORT,9021,-31.93,115.98,r1i1p1,rcp85,CESM1-CAM5,2060-2079,60.38,45.42,60.96,78.3,57,49.78,71.12,43.6,46.38,51.69,60.43,70.76,78.92,80.12,75.86,66.08,54.98,49.93,45.8
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,r1i1p1,rcp85,CESM1-CAM5,2060-2079,40.63,52.86,40.39,35.88,33.51,46.13,35.25,54.77,57.24,45.41,37.13,38.62,38.15,36.6,32.9,31.68,33.54,35.32,46.15
RICHMOND-RAAF,67105,-33.6,150.78,r1i1p1,rcp85,CESM1-CAM5,2060-2079,73.6,73.92,79.72,77.47,63.32,74.6,72.73,73.13,79.65,79.48,77.91,81.78,82.99,79.3,70.12,62.95,59.21,67.79,68.94
ROCKHAMPTON-AERO,39083,-23.38,150.48,r1i1p1,rcp85,CESM1-CAM5,2060-2079,65.55,67.64,67.85,67.32,59.57,66.41,64.83,66.75,70.17,66.11,69.34,68.09,71.1,64.82,66.06,59.75,59.19,59.76,65.51
SYDNEY-AIRPORT-AMO,66037,-33.94,151.17,r1i1p1,rcp85,CESM1-CAM5,2060-2079,67.75,70.89,72.25,66.94,60.89,70.62,64.93,70.61,75.18,73.47,71.27,72.01,71.15,67.89,61.78,58.78,57.95,65.94,67.01
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,r1i1p1,rcp85,CESM1-CAM5,2060-2079,35.95,47.98,34.88,33.16,27.82,40.9,31.01,46.53,50.98,35,32.88,36.76,40.88,32.99,25.59,22.63,27.17,33.65,46.35
TOWNSVILLE-AERO,32040,-19.25,146.77,r1i1p1,rcp85,CESM1-CAM5,2060-2079,64.49,69.34,65.51,62.79,60.26,67.29,61.67,67.36,72.19,66.08,65.82,64.64,65.43,61.53,61.41,56.8,60.21,63.79,68.65
WAGGA-WAGGA-AMO,72150,-35.16,147.46,r1i1p1,rcp85,CESM1-CAM5,2060-2079,67.8,53.86,68.88,84.07,64.25,57.83,77.68,51.53,58.84,61.76,65.8,79.1,86.85,86.41,78.95,71.76,63.04,57.96,51.61
WILLIAMTOWN-RAAF,61078,-32.79,151.84,r1i1p1,rcp85,CESM1-CAM5,2060-2079,72.25,72.81,78.04,74.26,63.89,73.54,71.03,72.12,77.99,78.45,76.38,79.3,78.42,75.16,69.2,63.92,60.17,67.57,68.32
WOOMERA-AERODROME,16001,-31.16,136.81,r1i1p1,rcp85,CESM1-CAM5,2060-2079,50.7,42.3,51.26,67.85,41.35,43.2,58.26,40.8,43.53,43.74,48.52,61.52,72.81,70.68,60.07,44.82,39.68,39.55,42.69
ADELAIDE-KENT-TOWN,23090,-34.92,138.62,r1i1p1,rcp85,CESM1-CAM5,2080-2099,61.91,53.59,64.23,73.91,56.05,55.86,68.07,51.96,55.61,60.98,60.13,71.56,77.47,76.95,67.32,60.14,54.96,53.05,52.84
ALBANY-AIRPORT-COMPARISON,9741,-34.94,117.8,r1i1p1,rcp85,CESM1-CAM5,2080-2099,73.59,64.98,76.91,82.27,70.15,68.54,78.65,65.07,66.23,70.21,79.71,80.81,84.8,82.41,79.6,74.84,69.48,66.13,63.84
ALICE-SPRINGS-AIRPORT,15590,-23.8,133.89,r1i1p1,rcp85,CESM1-CAM5,2080-2099,38.07,33.65,42.25,49.74,26.34,34.15,41.88,28.99,36.37,33.8,41.62,51.31,58.65,53.4,37.18,24.14,26.6,28.29,36.46
AMBERLEY-AMO,40004,-27.63,152.71,r1i1p1,rcp85,CESM1-CAM5,2080-2099,64.83,63.11,70.99,70.58,54.8,63.77,65.98,62.56,66.68,67.04,70.68,75.25,75.62,71.27,64.84,55.36,53.53,55.51,59.65
BRISBANE-AERO,40842,-27.39,153.13,r1i1p1,rcp85,CESM1-CAM5,2080-2099,64.59,64.56,70.27,65.86,57.65,65.38,63.75,64.04,67.45,68.5,71.1,71.2,69.24,66.55,61.78,56.65,57.07,59.22,62.24
BROOME-AIRPORT,3003,-17.95,122.23,r1i1p1,rcp85,CESM1-CAM5,2080-2099,54.48,68.46,55.79,41.48,52.18,64.01,45.01,68.64,71.96,67.39,55.61,44.37,42.29,41.38,40.79,48.12,53.13,55.29,64.85
CAIRNS-AERO,31011,-16.87,145.75,r1i1p1,rcp85,CESM1-CAM5,2080-2099,73.21,74.87,77.48,73.48,67.13,74.85,71.68,74.79,77.63,76.35,79.13,76.95,75.43,73.77,71.23,66.5,66.23,68.67,71.86
CANBERRA-AIRPORT-COMPARISON,70014,-35.3,149.2,r1i1p1,rcp85,CESM1-CAM5,2080-2099,69.91,63.98,74.63,78.78,62.47,66.68,73.29,61.96,69.95,71.86,72.85,79.18,82.12,81.58,72.64,64.64,59.57,63.21,59.41
CARNARVON-AIRPORT,6011,-24.89,113.67,r1i1p1,rcp85,CESM1-CAM5,2080-2099,58.29,57.54,58.46,64.07,53.14,56.9,59.73,58.57,58.15,57.34,57.71,60.34,64.95,66.93,60.33,54.51,51.35,53.55,55.79
CEDUNA-AMO,18012,-32.13,133.7,r1i1p1,rcp85,CESM1-CAM5,2080-2099,62.11,57.87,64.78,72.51,53.46,58.35,65.99,54.33,63.87,63.78,61.1,69.45,74.91,74.69,67.94,58.56,50.4,51.43,54.88
CHARLEVILLE-AERO,44021,-26.42,146.25,r1i1p1,rcp85,CESM1-CAM5,2080-2099,46.13,43.34,52.31,55.19,33.87,44.02,48.45,41.47,49.52,46.05,52,58.87,62.99,57.06,45.51,32.52,33.74,35.34,38.45
COBAR-MO,48027,-31.49,145.83,r1i1p1,rcp85,CESM1-CAM5,2080-2099,52.77,42.51,58.96,67.86,42.12,46.37,59.51,39.88,49.57,51.94,56.41,68.53,73.59,71.33,58.66,44.77,40.19,41.4,36.93
COFFS-HARBOUR-MO,59040,-30.31,153.12,r1i1p1,rcp85,CESM1-CAM5,2080-2099,65.65,69.75,71.61,63.67,57.63,69.7,61.63,70.11,73.27,74.23,70.77,69.83,68.64,64.82,57.57,52.9,56,63.98,65.71
DARWIN-AIRPORT,14015,-12.42,130.89,r1i1p1,rcp85,CESM1-CAM5,2080-2099,69.97,79.9,72.9,59.08,67.89,77.3,62.58,81.02,82.4,80.63,73.15,64.93,58.63,60.26,58.34,65.56,67.78,70.32,76.67
DUBBO-AIRPORT-AWS,65070,-32.22,148.58,r1i1p1,rcp85,CESM1-CAM5,2080-2099,64.34,54.63,68.53,79.26,55.18,57.74,71.23,53.3,61.24,61.86,67.1,76.63,81.89,82.34,73.09,59.6,52.52,53,48.7
EAST-SALE-AIRPORT,85072,-38.12,147.13,r1i1p1,rcp85,CESM1-CAM5,2080-2099,74.44,69.79,80.94,79.63,67.64,72.94,76.13,67.48,76.69,81.44,78.94,82.44,81.79,81,76.09,70.22,65.26,67.45,64.42
ESPERANCE,9789,-33.83,121.89,r1i1p1,rcp85,CESM1-CAM5,2080-2099,64.98,58.46,67.96,73.46,60.12,60.31,69.69,56.91,60.54,61.9,68.41,73.56,75.63,74.31,70.42,64.79,59.42,56.14,57.7
GERALDTON-AIRPORT-COMPARISON,8051,-28.8,114.7,r1i1p1,rcp85,CESM1-CAM5,2080-2099,58.74,48.85,58.42,72.92,54.69,50.61,66.88,49.6,49.38,52.04,58.08,65.13,71.18,74.55,73.03,66.07,51.33,46.66,47.79
HOBART-ELLERSLIE-ROAD,94029,-42.89,147.33,r1i1p1,rcp85,CESM1-CAM5,2080-2099,66.61,60.66,70.29,74.06,61.64,63.33,70.04,60.18,63.42,68.26,69.31,73.29,76.9,75.34,69.94,63.29,61.49,60.15,57.71
KALGOORLIE-BOULDER-AIRPORT,12038,-30.78,121.45,r1i1p1,rcp85,CESM1-CAM5,2080-2099,50,42.96,54.67,62.5,40,44.72,55.24,40.33,47.24,48.5,53.55,61.01,66.65,65.1,55.76,44.78,38.16,37.04,40.66
LAUNCESTON-AIRPORT-COMPARISON,91104,-41.54,147.2,r1i1p1,rcp85,CESM1-CAM5,2080-2099,75.73,65.86,79.02,86.27,71.83,69.56,81.92,65.26,70.26,74.71,77.29,85.07,87.78,87.9,83.13,75.18,72.44,67.86,61.84
LAVERTON-RAAF,87031,-37.86,144.76,r1i1p1,rcp85,CESM1-CAM5,2080-2099,70.34,64.15,74.82,78.55,64.22,66.71,74.27,61.84,68.93,72.96,72.22,79.27,80.27,80.53,74.85,68.34,62.38,61.95,60.58
MACKAY-M.O,33119,-21.12,149.22,r1i1p1,rcp85,CESM1-CAM5,2080-2099,73.17,73.47,78.97,74.72,65.75,74.1,72.46,73.08,77.34,77.35,79.49,80.07,77.59,74.5,72.07,64.88,65.67,66.69,69.34
MEEKATHARRA-AIRPORT,7045,-26.61,118.54,r1i1p1,rcp85,CESM1-CAM5,2080-2099,36.87,29.78,40.75,49.85,26.8,32.26,41.4,27.12,33.5,35.96,42.4,43.87,53.7,53.32,42.53,30.5,24.49,25.41,29.18
MELBOURNE-AIRPORT,86282,-37.68,144.84,r1i1p1,rcp85,CESM1-CAM5,2080-2099,68.26,62.4,72.48,75.97,62.58,64.91,71.91,60.08,67.36,71.51,69.36,76.57,78.17,77.78,71.95,66.2,60.78,60.77,58.64
MILDURA-AIRPORT,76031,-34.23,142.08,r1i1p1,rcp85,CESM1-CAM5,2080-2099,61.21,49.82,67,76.44,51.8,53.64,68.98,46.32,56.44,62.26,62.33,76.41,80.23,79.75,69.35,58.36,49.78,47.26,46.03
MOREE-AERO,53115,-29.49,149.85,r1i1p1,rcp85,CESM1-CAM5,2080-2099,56.93,54.73,60.91,66.1,46.18,54.68,59.28,54.54,59.2,57.5,59.17,66.06,70.34,68.93,59.04,46.75,44.56,47.24,49.81
MOUNT-GAMBIER-AERO,26021,-37.75,140.77,r1i1p1,rcp85,CESM1-CAM5,2080-2099,73.98,65.29,77.77,84.49,68.6,68.41,79.72,62.91,68.89,74.78,73.78,84.74,87.06,86.8,79.6,73.25,66.87,65.69,63.35
MOUNT-ISA-AERO,29127,-20.68,139.49,r1i1p1,rcp85,CESM1-CAM5,2080-2099,40.79,50.37,44.88,39.15,28.66,45.63,35.95,49.97,55.27,44.76,43,46.88,47.25,39.4,30.8,24.29,27.11,34.58,46.11
NOWRA-RAN-AIR-STATION-AWS,68072,-34.95,150.54,r1i1p1,rcp85,CESM1-CAM5,2080-2099,68.98,72.45,73.43,68.42,61.61,72.18,65.88,71.79,77.83,76.12,71.46,72.71,71.1,70.81,63.36,58.73,57.97,67.88,67.26
PERTH-AIRPORT,9021,-31.93,115.98,r1i1p1,rcp85,CESM1-CAM5,2080-2099,59.94,46.54,61.5,76.73,54.98,50.43,69.46,45.4,48.31,53.11,62.01,69.37,76.8,79.06,74.32,63.54,53.7,47.69,45.94
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,r1i1p1,rcp85,CESM1-CAM5,2080-2099,40.53,52.92,40.26,35.55,33.17,46.32,34.68,55.43,56.68,46.64,37.12,37.01,39.09,35.85,31.71,31.29,33.16,35.06,47.37
RICHMOND-RAAF,67105,-33.6,150.78,r1i1p1,rcp85,CESM1-CAM5,2080-2099,71.93,72.4,79.01,75.28,61.24,73.39,70.61,72.04,77.42,78.74,77.88,80.4,79.55,77.91,68.36,60.36,57.05,66.31,67.16
ROCKHAMPTON-AERO,39083,-23.38,150.48,r1i1p1,rcp85,CESM1-CAM5,2080-2099,66.83,67.83,70.36,68.86,60.48,67.31,66.57,67.26,70.4,69.27,70.78,71.01,71.25,68.42,66.91,60.67,61.16,59.6,65.2
SYDNEY-AIRPORT-AMO,66037,-33.94,151.17,r1i1p1,rcp85,CESM1-CAM5,2080-2099,66.78,69.98,72.03,65.24,59.97,70.05,63.58,69.78,73.59,73.66,71.43,71,68.18,66.91,60.63,57.63,57.14,65.12,66.22
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,r1i1p1,rcp85,CESM1-CAM5,2080-2099,35.83,46.62,37.11,32.54,26.96,40.72,30.91,46.36,49.32,38.61,33.71,39.01,39.39,33.02,25.21,22.06,26.75,32.05,44.47
TOWNSVILLE-AERO,32040,-19.25,146.77,r1i1p1,rcp85,CESM1-CAM5,2080-2099,64.74,69.01,66.51,63.13,60.47,67.27,62.36,67.77,71.78,67.4,65.78,66.36,65.36,63.17,60.86,57.5,60.92,62.99,67.04
WAGGA-WAGGA-AMO,72150,-35.16,147.46,r1i1p1,rcp85,CESM1-CAM5,2080-2099,64.33,50.29,66.88,80.64,59.83,54.93,73.96,47.05,56.3,60.04,63.88,76.72,82.73,83.19,76,66.81,58.29,54.38,46.6
WILLIAMTOWN-RAAF,61078,-32.79,151.84,r1i1p1,rcp85,CESM1-CAM5,2080-2099,71.08,71.68,77.85,72.6,62.37,72.81,69.46,71.38,76.13,78.13,77,78.43,75.92,74.19,67.69,61.76,58.78,66.56,67.03
WOOMERA-AERODROME,16001,-31.16,136.81,r1i1p1,rcp85,CESM1-CAM5,2080-2099,48.59,41.21,50.89,63.63,38.77,42.66,54.63,39.34,43.72,46.23,47.43,58.99,66.71,67.06,57.11,41.19,36.69,38.41,40.23
ADELAIDE-KENT-TOWN,23090,-34.92,138.62,r1i1p1,rcp85,CNRM-CM5,2020-2039,62.96,54.58,64.04,75.26,57.9,56.24,69.67,53.29,56.63,58.57,60.81,72.75,80.1,76.73,68.95,62.99,56.47,54.24,53.95
ALBANY-AIRPORT-COMPARISON,9741,-34.94,117.8,r1i1p1,rcp85,CNRM-CM5,2020-2039,73.1,63.53,75.74,81.78,71.41,67.26,79.02,63.85,64.15,69.71,76.24,81.29,83.44,82.23,79.67,76.15,71.32,66.77,62.41
ALICE-SPRINGS-AIRPORT,15590,-23.8,133.89,r1i1p1,rcp85,CNRM-CM5,2020-2039,40.8,38.09,42.7,51.55,31.05,36.5,45.18,37.02,40.54,32.16,43.21,52.73,65.02,51.39,38.24,27.67,36.06,29.42,36.15
AMBERLEY-AMO,40004,-27.63,152.71,r1i1p1,rcp85,CNRM-CM5,2020-2039,67.14,65.79,72.35,72.7,57.76,65.84,68.48,65.6,70.76,68.2,71.62,77.24,77.4,72.26,68.43,56.64,58.92,57.72,60.96
BRISBANE-AERO,40842,-27.39,153.13,r1i1p1,rcp85,CNRM-CM5,2020-2039,65.32,65.87,70.06,66.4,58.9,65.93,64.67,65.62,70.13,68.22,69.88,72.06,69.56,66.07,63.57,56.53,60.24,59.94,61.96
BROOME-AIRPORT,3003,-17.95,122.23,r1i1p1,rcp85,CNRM-CM5,2020-2039,56.14,72.52,55.36,41.58,55.1,65.87,46.42,72.85,75.46,65.97,54.35,45.77,44.53,39.76,40.46,49.07,58.95,57.28,69.23
CAIRNS-AERO,31011,-16.87,145.75,r1i1p1,rcp85,CNRM-CM5,2020-2039,73.21,75.71,76.65,72.48,67.95,75.42,71.02,74.5,80.11,76.35,78.86,74.75,74.67,71.98,70.78,65.19,68.74,69.92,72.62
CANBERRA-AIRPORT-COMPARISON,70014,-35.3,149.2,r1i1p1,rcp85,CNRM-CM5,2020-2039,72.98,66.8,75.03,82.67,67.29,68,77.91,67.1,70.88,69.82,73.61,81.66,85.43,85.64,76.96,70.92,66.87,64.08,62.82
CARNARVON-AIRPORT,6011,-24.89,113.67,r1i1p1,rcp85,CNRM-CM5,2020-2039,57.38,57.03,56.41,64.26,51.8,55.64,59.12,58.08,57.72,57.05,54.78,57.4,65.14,67.23,60.41,53.62,50.92,50.87,55.28
CEDUNA-AMO,18012,-32.13,133.7,r1i1p1,rcp85,CNRM-CM5,2020-2039,63.74,60.16,64.48,74.47,55.93,59.38,68.22,57.36,67.19,60.63,61.5,71.31,78.46,75.18,69.76,62.33,52.28,53.19,55.67
CHARLEVILLE-AERO,44021,-26.42,146.25,r1i1p1,rcp85,CNRM-CM5,2020-2039,48.39,47.42,50.87,56.66,38.47,45.9,50.78,46.39,56.33,44.24,49.88,58.48,63.87,58.49,47.6,35.05,41.15,39.22,40
COBAR-MO,48027,-31.49,145.83,r1i1p1,rcp85,CNRM-CM5,2020-2039,55.83,45.23,58.07,71.37,48.53,47.84,63.85,45.73,50.51,48.29,56.24,69.69,75.85,74.73,63.54,50.06,49.21,46.34,39.78
COFFS-HARBOUR-MO,59040,-30.31,153.12,r1i1p1,rcp85,CNRM-CM5,2020-2039,66.92,71.28,71.49,65.53,59.39,70.23,63.61,71.16,76.43,73.06,69.74,71.66,69.86,66.64,60.1,54.06,59.38,64.75,66.2
DARWIN-AIRPORT,14015,-12.42,130.89,r1i1p1,rcp85,CNRM-CM5,2020-2039,71.03,80.36,73.2,59.43,71.16,77.87,64.22,80.18,84.29,79.43,74.11,66.07,57.96,59.08,61.27,68.88,72.05,72.54,76.46
DUBBO-AIRPORT-AWS,65070,-32.22,148.58,r1i1p1,rcp85,CNRM-CM5,2020-2039,68.58,59.02,68.23,83.46,63.41,60.3,76.95,59.21,65.03,60.16,66.45,78.09,85.37,86.2,78.44,69.25,63.25,57.46,53.08
EAST-SALE-AIRPORT,85072,-38.12,147.13,r1i1p1,rcp85,CNRM-CM5,2020-2039,78.89,75.07,82.76,84.38,73.31,76.54,81.23,73.84,79.08,80.51,81.98,85.78,85.91,86.54,80.69,76.24,72.24,71.46,72.46
ESPERANCE,9789,-33.83,121.89,r1i1p1,rcp85,CNRM-CM5,2020-2039,66.28,59.05,68.82,74.97,62.49,61.25,71.44,57.99,60.18,63.38,69.31,73.76,76.59,76.5,71.81,67.67,62.32,57.47,58.39
GERALDTON-AIRPORT-COMPARISON,8051,-28.8,114.7,r1i1p1,rcp85,CNRM-CM5,2020-2039,59.43,48.65,58.34,75.4,55.42,50.42,68.53,50.54,48.45,52.44,57.31,65.27,74.42,77.07,74.71,66.72,53.01,46.51,46.68
HOBART-ELLERSLIE-ROAD,94029,-42.89,147.33,r1i1p1,rcp85,CNRM-CM5,2020-2039,69.11,63.18,72.2,76.55,64.52,65.47,72.79,62.79,65.58,69.76,70.87,75.98,79.33,78.14,72.17,66.3,64.81,62.45,61.1
KALGOORLIE-BOULDER-AIRPORT,12038,-30.78,121.45,r1i1p1,rcp85,CNRM-CM5,2020-2039,55.69,47.33,59.46,68.49,47.5,49.4,61.85,44.53,51.97,52.57,58.97,65.79,72.02,71.4,62.05,53.23,46.64,42.64,45.02
